datetime;season;holiday;workingday;weather;temp;atemp;humidity;windspeed;casual;registered;count
2011-06-05 15:00:00;2;0;0.0;1.0;28.7;32.575;54;0.0;161.0;256.0;417
2012-10-14 14:00:00;4;0;0.0;1.0;27.06;31.06;39;27.9993;249.0;368.0;617
2011-06-18 22:00:00;2;0;0.0;2.0;29.52;34.09;62;8.9981;56.0;105.0;161
2011-11-18 19:00:00;4;0;1.0;1.0;11.48;13.635;41;11.0014;7.0;183.0;190
2012-05-17 20:00:00;2;0;1.0;1.0;24.6;31.06;40;12.998;83.0;363.0;446
2011-03-10 01:00:00;1;0;3.0;3.0;13.94;15.91;0;16.9979;0.0;2.0;2
2012-06-09 20:00:00;2;0;0.0;1.0;31.16;33.335;35;15.0013;125.0;238.0;363
2012-03-07 13:00:00;1;0;1.0;1.0;20.5;24.24;34;27.9993;26.0;179.0;205
2011-03-04 11:00:00;1;0;1.0;1.0;11.48;13.635;52;15.0013;16.0;73.0;89
2011-06-19 06:00:00;2;0;0.0;2.0;27.06;30.305;78;11.0014;11.0;22.0;33
2012-12-09 05:00:00;;0;0.0;2.0;16.4;20.455;87;7.0015;0.0;8.0;8
2011-10-18 16:00:00;4;0;1.0;1.0;25.42;31.06;57;16.9979;58.0;246.0;304
2011-06-09 21:00:00;2;0;1.0;3.0;31.16;34.85;52;0.0;29.0;142.0;171
2012-02-03 13:00:00;1;0;1.0;1.0;14.76;18.18;46;0.0;25.0;173.0;198
2012-07-05 13:00:00;3;0;1.0;1.0;37.72;41.665;33;15.0013;129.0;181.0;310
2011-04-16 10:00:00;2;0;0.0;3.0;17.22;21.21;94;26.0027;1.0;21.0;22
2011-09-07 17:00:00;3;0;1.0;3.0;26.24;28.79;89;0.0;21.0;264.0;285
2011-06-15 22:00:00;2;0;1.0;1.0;25.42;31.06;50;7.0015;31.0;144.0;175
2011-03-09 15:00:00;1;0;1.0;2.0;14.76;16.665;71;19.9995;15.0;64.0;79
2012-01-11 02:00:00;1;0;1.0;1.0;8.2;10.605;85;11.0014;0.0;5.0;5
2011-08-16 17:00:00;;0;1.0;1.0;31.16;34.09;45;22.0028;75.0;525.0;600
2011-01-12 12:00:00;1;0;1.0;1.0;8.2;7.575;47;39.0007;3.0;52.0;55
2011-10-08 22:00:00;4;0;0.0;1.0;20.5;24.24;77;0.0;45.0;104.0;149
2012-08-03 18:00:00;3;0;1.0;2.0;33.62;40.15;59;16.9979;98.0;573.0;671
2012-06-07 07:00:00;2;0;1.0;1.0;20.5;24.24;82;11.0014;20.0;506.0;526
2011-07-04 09:00:00;3;1;0.0;2.0;29.52;34.09;66;6.0032;142.0;96.0;238
2011-02-03 21:00:00;1;0;1.0;1.0;7.38;10.605;55;7.0015;1.0;53.0;54
2012-12-04 14:00:00;4;0;1.0;2.0;23.78;27.275;56;15.0013;39.0;231.0;270
2012-07-12 08:00:00;3;0;1.0;1.0;27.88;31.82;65;8.9981;49.0;653.0;702
2011-06-03 02:00:00;2;0;1.0;1.0;22.96;26.515;43;15.0013;0.0;12.0;12
2011-06-19 00:00:00;2;0;0.0;1.0;28.7;32.575;65;0.0;18.0;71.0;89
2011-04-02 20:00:00;2;0;0.0;1.0;13.94;15.91;53;19.0012;29.0;56.0;85
2011-07-03 04:00:00;3;0;0.0;3.0;27.88;31.82;65;6.0032;3.0;2.0;5
2011-06-02 04:00:00;2;0;1.0;1.0;27.06;31.06;41;12.998;0.0;3.0;3
2012-02-11 23:00:00;1;0;0.0;3.0;4.92;3.79;50;32.9975;0.0;20.0;20
2011-05-15 20:00:00;2;0;0.0;1.0;22.14;25.76;88;0.0;53.0;138.0;191
2011-02-02 07:00:00;1;;1.0;3.0;9.02;10.605;93;15.0013;1.0;48.0;49
2011-01-14 15:00:00;1;0;1.0;1.0;9.84;12.12;38;11.0014;9.0;59.0;68
2012-02-09 21:00:00;1;0;1.0;1.0;12.3;15.91;52;6.0032;8.0;169.0;177
2011-05-08 02:00:00;2;0;0.0;1.0;19.68;23.485;63;0.0;17.0;42.0;59
2011-02-11 09:00:00;1;;1.0;1.0;4.92;6.06;74;15.0013;8.0;132.0;140
2012-09-11 22:00:00;3;0;1.0;1.0;22.96;26.515;64;7.0015;27.0;189.0;216
2012-02-19 10:00:00;1;0;0.0;2.0;10.66;12.12;52;16.9979;49.0;142.0;191
2012-05-10 11:00:00;2;0;1.0;1.0;21.32;25.0;48;35.0008;77.0;179.0;256
2012-08-17 23:00:00;3;0;1.0;3.0;26.24;12.12;83;15.0013;21.0;100.0;121
2011-05-12 04:00:00;2;0;1.0;1.0;17.22;21.21;94;0.0;1.0;5.0;6
2011-12-11 01:00:00;4;0;0.0;1.0;6.56;7.575;59;15.0013;8.0;54.0;62
2011-11-01 03:00:00;4;0;1.0;2.0;14.76;17.425;81;8.9981;1.0;5.0;6
2012-06-13 03:00:00;2;0;1.0;1.0;25.42;28.79;83;12.998;1.0;7.0;8
2011-02-12 05:00:00;1;0;0.0;1.0;4.92;8.335;74;6.0032;0.0;1.0;1
2012-11-14 01:00:00;4;0;1.0;1.0;9.84;10.605;60;19.9995;2.0;10.0;12
2011-12-01 00:00:00;4;0;1.0;1.0;11.48;12.88;52;22.0028;1.0;19.0;20
2011-02-12 17:00:00;1;0;0.0;1.0;13.12;14.395;31;35.0008;24.0;113.0;137
2011-04-03 18:00:00;2;0;0.0;2.0;18.86;22.725;31;0.0;71.0;101.0;172
2011-01-02 11:00:00;1;0;0.0;2.0;14.76;16.665;71;16.9979;16.0;54.0;70
2011-11-12 01:00:00;4;0;0.0;1.0;9.84;12.12;60;8.9981;9.0;45.0;54
2011-08-09 22:00:00;3;0;1.0;1.0;31.98;34.85;46;19.9995;28.0;127.0;155
2011-09-02 19:00:00;3;0;1.0;1.0;27.06;31.06;69;8.9981;67.0;220.0;287
2012-09-13 12:00:00;3;0;1.0;1.0;27.88;31.82;44;7.0015;57.0;240.0;297
2011-12-16 22:00:00;4;0;1.0;2.0;12.3;15.15;49;11.0014;6.0;100.0;106
2011-11-07 20:00:00;4;0;1.0;1.0;16.4;20.455;71;0.0;17.0;187.0;204
2012-04-14 20:00:00;2;0;;2.0;22.96;26.515;46;8.9981;112.0;209.0;321
2011-08-03 15:00:00;3;0;1.0;2.0;28.7;33.335;79;8.9981;31.0;87.0;118
2011-03-02 02:00:00;1;0;1.0;1.0;9.02;11.365;69;12.998;0.0;2.0;2
2011-11-04 22:00:00;4;0;1.0;1.0;13.94;15.15;46;22.0028;6.0;109.0;115
2012-09-08 00:00:00;3;0;0.0;1.0;27.06;29.545;89;16.9979;20.0;130.0;150
2012-01-12 07:00:00;1;0;1.0;2.0;13.94;15.91;87;19.0012;2.0;218.0;220
2012-12-07 05:00:00;4;0;1.0;2.0;10.66;13.635;81;7.0015;1.0;25.0;26
2011-12-08 08:00:00;4;0;1.0;1.0;9.02;10.605;55;19.0012;11.0;418.0;429
2012-05-01 03:00:00;2;0;1.0;2.0;20.5;24.24;77;0.0;1.0;2.0;3
2012-04-06 05:00:00;2;0;1.0;1.0;13.12;15.15;53;22.0028;0.0;23.0;23
2011-05-04 21:00:00;2;0;1.0;1.0;16.4;20.455;62;11.0014;17.0;133.0;150
2012-04-07 00:00:00;2;0;0.0;1.0;17.22;21.21;26;19.9995;9.0;85.0;94
2012-03-01 14:00:00;1;0;1.0;1.0;23.78;27.275;35;15.0013;37.0;174.0;211
2011-10-18 07:00:00;4;0;1.0;1.0;18.86;22.725;88;6.0032;15.0;326.0;341
2012-01-16 19:00:00;1;1;0.0;1.0;10.66;12.12;56;19.0012;10.0;134.0;144
2012-09-08 19:00:00;3;0;0.0;3.0;23.78;27.275;88;7.0015;28.0;187.0;215
2012-10-07 22:00:00;4;0;0.0;1.0;15.58;19.695;87;8.9981;7.0;72.0;79
2011-03-17 20:00:00;1;0;1.0;1.0;17.22;21.21;67;15.0013;25.0;112.0;137
2012-07-14 15:00:00;3;0;0.0;1.0;32.8;37.88;55;11.0014;243.0;317.0;560
2012-09-09 12:00:00;3;0;0.0;1.0;27.06;31.06;47;0.0;247.0;510.0;757
2011-02-10 18:00:00;1;0;1.0;1.0;6.56;9.09;28;8.9981;3.0;157.0;160
2011-04-18 03:00:00;2;0;1.0;1.0;17.22;21.21;62;7.0015;6.0;1.0;7
2012-06-12 21:00:00;-2;0;1.0;1.0;27.88;31.82;83;7.0015;41.0;233.0;274
2012-10-01 15:00:00;4;0;1.0;2.0;25.42;31.06;43;8.9981;95.0;234.0;329
2011-11-07 12:00:00;4;0;1.0;1.0;18.86;22.725;67;0.0;21.0;158.0;179
2011-06-14 16:00:00;2;0;1.0;1.0;27.88;31.82;41;12.998;51.0;279.0;330
2011-04-05 08:00:00;2;0;1.0;3.0;15.58;19.695;87;39.0007;9.0;148.0;157
2011-07-05 18:00:00;3;0;1.0;1.0;32.8;37.88;55;11.0014;70.0;426.0;496
2011-06-06 22:00:00;2;0;1.0;1.0;27.06;31.06;61;6.0032;36.0;137.0;173
2012-05-04 08:00:00;2;0;1.0;1.0;22.96;26.515;88;0.0;34.0;584.0;618
2012-07-15 05:00:00;3;0;0.0;1.0;27.88;31.82;89;8.9981;2.0;7.0;9
2011-01-12 05:00:00;1;0;1.0;1.0;5.74;7.575;86;11.0014;0.0;5.0;5
2011-04-11 05:00:00;2;0;1.0;1.0;18.86;22.725;94;12.998;1.0;12.0;13
2012-12-08 18:00:00;4;0;0.0;1.0;16.4;20.455;87;7.0015;40.0;264.0;304
2011-11-18 20:00:00;4;0;1.0;1.0;11.48;13.635;48;12.998;8.0;129.0;137
2011-01-19 12:00:00;1;0;1.0;2.0;12.3;15.91;81;6.0032;5.0;65.0;70
2012-01-18 10:00:00;1;0;1.0;1.0;12.3;13.635;42;31.0009;5.0;88.0;93
2011-07-01 17:00:00;3;0;1.0;1.0;33.62;34.85;21;12.998;99.0;362.0;461
2011-08-05 00:00:00;3;0;1.0;1.0;27.06;31.06;74;7.0015;13.0;41.0;54
2011-02-10 09:00:00;1;0;1.0;1.0;4.92;5.305;42;23.9994;1.0;121.0;122
2011-09-16 10:00:00;3;0;1.0;2.0;20.5;24.24;51;19.0012;36.0;104.0;140
2011-12-04 01:00:00;4;0;;1.0;12.3;15.91;75;6.0032;20.0;54.0;74
2011-01-19 08:00:00;;0.0;;2.0;9.84;12.88;93;7.0015;;196.0;197
2012-04-06 23:00:00;2;0;1.0;1.0;17.22;21.21;30;19.0012;21.0;92.0;113
2011-03-05 03:00:00;1;0;0.0;2.0;12.3;14.395;87;12.998;0.0;2.0;2
2011-01-05 02:00:00;1;0;1.0;1.0;6.56;9.85;74;6.0032;0.0;2.0;2
2011-07-04 20:00:00;3;1;0.0;2.0;31.16;34.85;55;7.0015;195.0;191.0;386
2012-06-12 17:00:00;2;0;1.0;2.0;27.06;29.545;89;19.0012;56.0;625.0;681
2011-08-05 15:00:00;3;0;1.0;1.0;31.16;34.85;55;16.9979;50.0;160.0;210
2012-08-02 19:00:00;3;0;1.0;1.0;32.8;39.395;63;11.0014;98.0;509.0;607
2011-12-18 09:00:00;4;0;0.0;1.0;9.02;11.365;64;11.0014;6.0;75.0;81
2011-12-18 04:00:00;4;0;0.0;1.0;9.02;10.605;55;15.0013;0.0;1.0;1
2012-05-11 22:00:00;2;0;1.0;1.0;22.96;26.515;35;15.0013;44.0;190.0;234
2012-09-11 04:00:00;3;0;1.0;1.0;19.68;23.485;72;7.0015;1.0;8.0;9
2012-07-18 23:00:00;3;0;1.0;1.0;31.16;35.605;58;6.0032;19.0;112.0;131
2012-09-08 05:00:00;3;0;0.0;2.0;27.06;29.545;94;16.9979;2.0;13.0;15
2011-12-14 20:00:00;4;0;1.0;2.0;13.94;17.425;66;7.0015;6.0;169.0;175
2011-10-09 20:00:00;4;0;0.0;1.0;22.96;26.515;73;7.0015;59.0;134.0;193
2012-08-17 01:00:00;3;0;1.0;1.0;27.06;12.12;65;7.0015;16.0;38.0;54
2012-06-09 18:00:00;2;0;0.0;1.0;33.62;34.85;24;15.0013;175.0;276.0;451
2012-12-16 14:00:00;4;0;0.0;2.0;15.58;19.695;76;8.9981;50.0;260.0;310
2011-06-09 17:00:00;2;0;1.0;1.0;36.9;40.91;37;16.9979;54.0;355.0;409
2011-04-11 23:00:00;2;0;1.0;3.0;23.78;27.275;60;0.0;16.0;38.0;54
2012-10-04 05:00:00;4;0;1.0;3.0;26.24;28.79;89;7.0015;2.0;37.0;39
2012-08-18 03:00:00;3;0;0.0;1.0;25.42;28.03;88;12.998;7.0;23.0;30
2011-03-19 13:00:00;1;0;0.0;1.0;20.5;24.24;34;31.0009;174.0;127.0;301
2011-12-19 00:00:00;4;0;1.0;1.0;8.2;11.365;75;6.0032;3.0;14.0;17
2011-01-10 17:00:00;1;0;1.0;1.0;8.2;11.365;40;7.0015;4.0;174.0;178
2012-06-11 04:00:00;2;0;1.0;1.0;26.24;29.545;78;8.9981;0.0;7.0;7
2012-12-03 01:00:00;4;0;1.0;1.0;16.4;20.455;82;8.9981;2.0;11.0;13
2012-05-13 13:00:00;2;0;0.0;1.0;27.88;31.82;54;16.9979;255.0;347.0;602
2011-12-11 14:00:00;4;0;0.0;1.0;12.3;16.665;28;0.0;44.0;198.0;242
2011-10-03 03:00:00;4;0;1.0;1.0;14.76;18.94;81;0.0;1.0;6.0;7
2011-05-09 14:00:00;2;0;1.0;1.0;25.42;31.06;41;15.0013;44.0;118.0;162
2012-08-01 17:00:00;3;0;1.0;1.0;32.8;37.12;49;11.0014;103.0;734.0;837
2012-10-16 09:00:00;4;0;1.0;1.0;19.68;23.485;55;16.9979;32.0;323.0;355
2012-03-12 19:00:00;1;0;1.0;2.0;22.96;26.515;49;15.0013;67.0;379.0;446
2011-09-04 08:00:00;3;0;0.0;1.0;27.06;30.305;78;11.0014;21.0;49.0;70
2011-12-05 03:00:00;4;0;1.0;1.0;13.12;17.425;87;0.0;0.0;2.0;2
2011-12-19 17:00:00;4;0;3.0;1.0;15.58;19.695;46;12.998;16.0;362.0;378
2011-08-06 07:00:00;3;0;0.0;1.0;27.88;31.82;83;11.0014;14.0;49.0;63
2012-01-13 00:00:00;1;0;1.0;2.0;16.4;20.455;71;19.0012;4.0;38.0;42
2011-12-03 16:00:00;4;0;0.0;1.0;15.58;19.695;46;0.0;75.0;230.0;305
2012-09-14 11:00:00;3;0;1.0;2.0;27.88;31.82;61;7.0015;84.0;196.0;280
2011-06-16 09:00:00;2;0;1.0;2.0;25.42;30.305;65;12.998;29.0;232.0;261
2012-01-10 16:00:00;1;0;1.0;1.0;17.22;21.21;38;23.9994;15.0;225.0;240
2012-07-02 19:00:00;3;0;1.0;1.0;31.98;34.85;43;8.9981;71.0;510.0;581
2012-01-06 04:00:00;1;0;1.0;1.0;9.02;11.365;69;8.9981;0.0;3.0;3
2012-12-09 19:00:00;4;0;0.0;3.0;15.58;19.695;94;6.0032;12.0;110.0;122
2012-12-17 20:00:00;4;0;1.0;2.0;17.22;21.21;94;16.9979;8.0;192.0;200
2011-02-15 16:00:00;1.5;0;1.0;1.0;13.94;15.91;19;16.9979;21.0;77.0;98
2012-02-14 15:00:00;1;0;1.0;2.0;17.22;21.21;38;30.0026;7.0;138.0;145
2011-06-10 04:00:00;2;0;1.0;1.0;27.06;30.305;78;11.0014;0.0;4.0;4
2011-05-09 02:00:00;-2;0;1.0;1.0;18.04;21.97;94;0.0;6.0;2.0;8
2011-04-11 01:00:00;2;0;1.0;1.0;18.86;22.725;94;19.0012;1.0;3.0;4
2012-03-07 19:00:00;1;0;1.0;1.0;22.14;25.76;42;23.9994;16.0;345.0;361
2012-05-18 12:00:00;2;0;1.0;1.0;25.42;31.06;41;12.998;108.0;252.0;360
2012-04-03 13:00:00;2;0;1.0;1.0;22.96;26.515;19;16.9979;120.0;225.0;345
2012-04-07 18:00:00;2;0;0.0;1.0;22.14;25.76;18;19.9995;227.0;290.0;517
2012-02-11 15:00:00;1;0;0.0;2.0;12.3;13.635;61;19.9995;12.0;112.0;124
2012-06-02 12:00:00;2;0;0.0;1.0;25.42;31.06;43;23.9994;250.0;418.0;668
2011-03-10 11:00:00;1.0;0;1.0;3.0;16.4;20.455;0;16.9979;6.0;5.0;11
2012-10-08 16:00:00;4;1;;3.0;17.22;21.21;58;12.998;61.0;316.0;377
2011-07-04 11:00:00;3;1;0.0;2.0;31.16;34.85;55;6.0032;177.0;172.0;349
2011-09-19 20:00:00;3;0;1.0;2.0;22.96;26.515;68;8.9981;27.0;204.0;231
2012-07-09 15:00:00;3;0;1.0;2.0;31.16;34.09;45;15.0013;66.0;214.0;280
2012-04-18 11:00:00;2;0;1.0;3.0;18.86;22.725;47;16.9979;14.0;105.0;119
2012-08-19 11:00:00;3;0;0.0;3.0;26.24;29.545;78;11.0014;83.0;189.0;272
2011-09-16 13:00:00;3;0;1.0;2.0;22.14;25.76;42;0.0;55.0;168.0;223
2011-11-03 19:00:00;4;0;1.0;1.0;18.04;21.97;67;6.0032;18.0;234.0;252
2011-06-03 01:00:00;2;0;1.0;1.0;24.6;31.06;38;23.9994;7.0;15.0;22
2011-03-06 15:00:00;1;0;0.0;3.0;18.04;21.97;100;15.0013;3.0;4.0;7
2011-04-18 11:00:00;2;0;1.0;2.0;22.14;25.76;52;6.0032;36.0;87.0;123
2011-12-06 11:00:00;4;0;1.0;3.0;18.86;22.725;94;16.9979;4.0;28.0;32
2012-03-05 23:00:00;1;0;1.0;1.0;9.02;9.09;37;39.0007;2.0;29.0;31
2012-01-15 12:00:00;;0.0;0.0;;7.38;8.335;40;19.9995;42.0;192.0;234
2012-10-05 16:00:00;4.0;0;1.0;1.0;29.52;32.575;37;0.0;153.0;481.0;634
2012-10-06 09:00:00;4;0;0.0;1.0;24.6;29.545;73;12.998;130.0;265.0;395
2011-03-10 15:00:00;1;0;1.0;3.0;18.04;21.97;0;15.0013;3.0;11.0;14
2012-08-19 06:00:00;3;0;0.0;2.0;25.42;30.305;69;7.0015;5.0;15.0;20
2011-11-08 20:00:00;4;0;1.0;1.0;16.4;20.455;76;0.0;12.0;169.0;181
2011-05-03 10:00:00;2;0;1.0;2.0;26.24;30.305;69;23.9994;36.0;91.0;127
2012-08-18 02:00:00;3;0;0.0;3.0;25.42;28.03;88;11.0014;4.0;39.0;43
2011-08-17 00:00:00;3;0;1.0;1.0;27.06;31.06;69;6.0032;8.0;16.0;24
2011-10-09 13:00:00;4;0;0.0;1.0;27.06;31.06;44;6.0032;225.0;193.0;418
2011-02-11 12:00:00;;0.0;;;9.02;11.365;47;8.9981;7.0;64.0;71
2011-05-08 07:00:00;2;0;0.0;2.0;18.86;22.725;82;0.0;8.0;15.0;23
2011-04-18 21:00:00;2;0;1.0;1.0;22.96;26.515;37;19.0012;20.0;131.0;151
2012-01-14 10:00:00;1;0;0.0;1.0;6.56;11.365;47;0.0;14.0;135.0;149
2011-11-02 09:00:00;4;0;1.0;1.0;13.94;18.18;87;0.0;15.0;213.0;228
2011-10-16 08:00:00;4;0;0.0;1.0;18.04;21.97;62;12.998;28.0;71.0;99
2011-09-17 02:00:00;3;0;0.0;1.0;18.86;22.725;82;6.0032;18.0;61.0;79
2012-11-19 22:00:00;4;0;1.0;1.0;13.94;17.425;66;7.0015;7.0;106.0;113
2012-07-12 23:00:00;3;0;1.0;2.0;28.7;32.575;51;15.0013;33.0;178.0;211
2012-08-11 15:00:00;3;0;0.0;1.0;32.8;36.365;46;19.0012;246.0;316.0;562
2012-01-06 08:00:00;1;0;1.0;1.0;9.84;12.12;70;8.9981;11.0;436.0;447
2011-05-15 23:00:00;2;0;0.0;1.0;22.14;25.76;88;15.0013;18.0;51.0;69
2012-07-05 15:00:00;3;0;1.0;1.0;37.72;41.665;33;23.9994;71.0;183.0;254
2012-05-06 03:00:00;2;0;0.0;2.0;22.14;25.76;83;12.998;9.0;19.0;28
2011-02-16 20:00:00;1;0;1.0;1.0;15.58;19.695;43;12.998;10.0;108.0;118
2011-08-03 23:00:00;3;0;1.0;2.0;27.88;31.82;89;6.0032;4.0;52.0;56
2011-05-14 22:00:00;-2;0;0.0;3.0;22.14;25.76;94;11.0014;7.0;19.0;26
2012-10-14 18:00:00;4;0;0.0;1.0;23.78;27.275;60;16.9979;134.0;319.0;453
2011-01-06 19:00:00;1;0;1.0;1.0;9.02;12.88;55;6.0032;3.0;109.0;112
2012-09-06 04:00:00;;0;1.0;2.0;28.7;33.335;84;6.0032;0.0;8.0;8
2012-10-17 23:00:00;;0;1.0;1.0;18.86;22.725;88;15.0013;15.0;84.0;99
2012-04-13 09:00:00;2;0;1.0;1.0;17.22;21.21;41;11.0014;36.0;294.0;330
2012-09-10 14:00:00;3;0;1.0;1.0;27.06;31.06;36;19.0012;107.0;233.0;340
2011-01-04 16:00:00;1;0;1.0;1.0;12.3;14.395;49;16.9979;15.0;68.0;83
2012-01-11 08:00:00;1;0;1.0;1.0;8.2;11.365;82;7.0015;11.0;488.0;499
2011-12-06 21:00:00;4;0;1.0;2.0;18.04;21.97;100;12.998;6.0;108.0;114
2012-03-11 10:00:00;;0.0;0.0;;13.12;15.15;49;19.0012;71.0;147.0;218
2011-09-18 05:00:00;3;0;0.0;1.0;18.04;21.97;77;15.0013;1.0;5.0;6
2012-08-10 11:00:00;3;0;1.0;3.0;27.88;31.82;79;8.9981;73.0;178.0;251
2011-11-01 20:00:00;4;0;1.0;1.0;16.4;20.455;71;0.0;18.0;191.0;209
2011-07-01 14:00:00;3;0;1.0;1.0;33.62;34.85;23;12.998;78.0;225.0;303
2012-06-01 06:00:00;2;0;1.0;3.0;25.42;28.03;88;8.9981;5.0;136.0;141
2011-05-01 00:00:00;-2;0;0.0;1.0;17.22;21.21;67;6.0032;19.0;77.0;96
2011-01-16 03:00:00;1;0;0.0;1.0;9.02;13.635;69;0.0;9.0;6.0;15
2012-07-18 21:00:00;3;0;1.0;1.0;31.16;35.605;62;0.0;53.0;266.0;319
2011-06-02 17:00:00;2;0;1.0;1.0;31.16;32.575;20;35.0008;88.0;484.0;572
2012-09-09 13:00:00;3;0;0.0;1.0;27.88;31.82;39;0.0;238.0;491.0;729
2012-10-08 05:00:00;4;1;0.0;1.0;13.94;15.91;76;15.0013;2.0;17.0;19
2012-10-08 00:00:00;4;1;0.0;1.0;15.58;19.695;76;19.0012;7.0;44.0;51
2012-07-15 01:00:00;3;0;0.0;2.0;27.88;31.82;89;8.9981;49.0;119.0;168
2011-03-14 14:00:00;1;0;1.0;2.0;15.58;19.695;34;0.0;27.0;52.0;79
2012-09-01 04:00:00;3;0;0.0;1.0;28.7;32.575;70;0.0;3.0;9.0;12
2012-08-17 08:00:00;3;0;1.0;1.0;27.88;12.12;65;8.9981;43.0;625.0;668
2012-05-16 06:00:00;2;0;1.0;1.0;22.14;25.76;94;6.0032;8.0;150.0;158
2011-01-06 05:00:00;1;0;1.0;2.0;5.74;9.09;69;6.0032;0.0;4.0;4
2012-05-15 07:00:00;2.0;0;1.0;3.0;22.96;26.515;94;8.9981;1.0;91.0;92
2012-04-14 06:00:00;-2;0;0.0;1.0;13.94;16.665;76;11.0014;2.0;19.0;21
2011-04-07 19:00:00;2;0;1.0;1.0;18.86;22.725;59;19.9995;34.0;192.0;226
2011-06-09 08:00:00;2;0;1.0;2.0;31.16;36.365;70;7.0015;32.0;400.0;432
2012-12-06 18:00:00;4;0;1.0;1.0;11.48;13.635;45;11.0014;23.0;542.0;565
2012-12-13 20:00:00;4;0;1.0;1.0;12.3;16.665;45;0.0;6.0;235.0;241
2012-01-16 08:00:00;1.5;1;0.0;1.0;4.1;6.06;58;11.0014;3.0;75.0;78
2011-07-19 18:00:00;3;0;3.0;1.0;32.8;40.15;66;8.9981;80.0;450.0;530
2012-09-18 01:00:00;3;0;1.0;3.0;24.6;25.76;94;12.998;0.0;5.0;5
2012-04-04 00:00:00;2;0;1.0;1.0;19.68;23.485;48;0.0;18.0;23.0;41
2011-02-19 03:00:00;1;0;0.0;1.0;17.22;21.21;14;19.9995;0.0;7.0;7
2011-08-19 01:00:00;3;0;1.0;3.0;26.24;28.79;89;0.0;1.0;19.0;20
2012-01-09 04:00:00;1;0;1.0;1.0;9.02;12.12;64;7.0015;0.0;4.0;4
2011-08-01 08:00:00;3;0;1.0;1.0;32.8;36.365;43;12.998;35.0;347.0;382
2011-01-07 10:00:00;;0.0;;;9.02;9.85;37;22.0028;16.0;47.0;63
2011-05-13 05:00:00;2;0;1.0;2.0;20.5;24.24;88;12.998;1.0;24.0;25
2012-08-07 14:00:00;;0;1.0;2.0;33.62;37.88;46;0.0;76.0;185.0;261
2012-06-04 16:00:00;2;0;1.0;1.0;27.06;31.06;39;31.0009;73.0;375.0;448
2012-10-13 20:00:00;4;0;0.0;1.0;16.4;20.455;54;6.0032;57.0;198.0;255
2011-04-11 04:00:00;-2;0;1.0;1.0;18.86;22.725;94;12.998;0.0;1.0;1
2011-09-15 10:00:00;3;0;1.0;2.0;27.06;31.06;69;16.9979;25.0;96.0;121
2012-08-10 08:00:00;3;0;1.0;3.0;25.42;27.275;91;11.0014;7.0;112.0;119
2011-10-07 05:00:00;4;0;1.0;1.0;17.22;21.21;82;0.0;3.0;24.0;27
2012-01-07 21:00:00;1;0;0.0;1.0;18.04;21.97;44;15.0013;22.0;118.0;140
2011-03-14 19:00:00;1;0;1.0;1.0;14.76;17.425;43;8.9981;17.0;133.0;150
2012-04-12 19:00:00;2;0;1.0;1.0;18.86;22.725;31;19.9995;50.0;383.0;433
2012-02-15 17:00:00;1;0;1.0;1.0;17.22;21.21;38;12.998;17.0;470.0;487
2011-05-05 07:00:00;2;0;1.0;1.0;15.58;19.695;58;16.9979;16.0;255.0;271
2012-06-12 14:00:00;2;0;3.0;3.0;26.24;28.79;89;16.9979;12.0;48.0;60
2012-02-13 16:00:00;1;0;1.0;1.0;14.76;17.425;23;12.998;5.0;206.0;211
2011-10-01 21:00:00;4;0;0.0;3.0;14.76;18.18;87;7.0015;3.0;53.0;56
2012-10-16 10:00:00;4;0;1.0;1.0;20.5;24.24;48;19.0012;65.0;157.0;222
2011-09-14 23:00:00;3;0;1.0;2.0;26.24;30.305;69;7.0015;10.0;62.0;72
2011-09-16 18:00:00;3;0;1.0;2.0;21.32;25.0;52;11.0014;55.0;427.0;482
2011-03-04 21:00:00;1;0;1.0;2.0;12.3;14.395;70;15.0013;6.0;64.0;70
2011-11-06 02:00:00;4;0;0.0;1.0;10.66;15.15;81;0.0;6.0;23.0;29
2012-12-15 11:00:00;4;0;0.0;1.0;13.94;17.425;61;6.0032;66.0;327.0;393
2011-11-13 18:00:00;4;0;0.0;1.0;21.32;25.0;27;22.0028;35.0;155.0;190
2011-09-05 10:00:00;3;1;0.0;2.0;28.7;32.575;70;11.0014;107.0;137.0;244
2011-11-10 10:00:00;4;0;1.0;2.0;18.04;21.97;88;15.0013;17.0;100.0;117
2011-03-11 21:00:00;1;0;1.0;2.0;12.3;14.395;52;16.9979;10.0;43.0;53
2012-03-14 11:00:00;1;0;1.0;2.0;25.42;31.06;41;11.0014;65.0;155.0;220
2011-06-01 02:00:00;2;0;1.0;1.0;28.7;33.335;79;11.0014;0.0;3.0;3
2012-12-19 17:00:00;4;0;1.0;1.0;16.4;20.455;50;26.0027;26.0;536.0;562
2012-03-09 18:00:00;1;0;1.0;1.0;18.04;21.97;26;35.0008;30.0;440.0;470
2011-07-07 17:00:00;3;0;1.0;1.0;35.26;37.88;36;16.9979;80.0;489.0;569
2011-04-10 07:00:00;2;0;0.0;2.0;14.76;18.18;100;6.0032;3.0;7.0;10
2011-07-18 00:00:00;3;0;1.0;1.0;28.7;33.335;74;8.9981;21.0;30.0;51
2011-01-11 09:00:00;1;0;1.0;2.0;7.38;9.85;51;11.0014;3.0;127.0;130
